title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Deep convolutional networks with residual learning for accurate spectral-spatial denoising,https://www.sciencedirect.com/science/article/pii/S0925231218307124,Cited by 21,"https://scholar.google.com/scholar?q=related:_mdpKNBLrkEJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",52,All 2 versions,"W Xie, Y Li, X Jia - Neurocomputing, 2018 - Elsevier","Although hyperspectral image (HSI) denoising has been studied for decades, preserving spectral data efficiently remains an open problem. In this paper, we present a powerful and trainable spectral difference mapping method based on convolutional networks with residual  …"
Residual learning rates in lead-acid batteries: Effects on emerging technologies,https://www.sciencedirect.com/science/article/pii/S0301421515002074,Cited by 53,"https://scholar.google.com/scholar?q=related:3ruUdhukdswJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",53,All 11 versions,"S Matteson, E Williams - Energy Policy, 2015 - Elsevier","The low price of lead-acid, the most popular battery, is often used in setting cost targets for emerging energy storage technologies. Future cost reductions in lead acid batteries could increase investment and time scales needed for emerging storage technologies to reach …"
Network anomaly detection using channel boosted and residual learning based deep convolutional neural network,https://www.sciencedirect.com/science/article/pii/S1568494619303928,Cited by 21,"https://scholar.google.com/scholar?q=related:XEwF2LIvVF4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",54,,"N Chouhan, A Khan - Applied Soft Computing, 2019 - Elsevier","Anomaly detection in a network is one of the prime concerns for network security. In this work, a novel Channel Boosted and Residual learning based deep Convolutional Neural Network (CBR-CNN) architecture is proposed for the detection of network intrusions. The …"
Deep residual learning for neuroimaging: An application to predict progression to alzheimer's disease,https://www.sciencedirect.com/science/article/pii/S0165027020301242,Cited by 20,"https://scholar.google.com/scholar?q=related:Nr8_pAkUEiUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",55,All 10 versions,"A Abrol, M Bhattarai, A Fedorov, Y Du, S Plis… - Journal of neuroscience …, 2020 - Elsevier",Background The unparalleled performance of deep learning approaches in generic image processing has motivated its extension to neuroimaging data. These approaches learn abstract neuroanatomical and functional brain alterations that could enable exceptional …
Age and gender estimation using deep residual learning network,https://ieeexplore.ieee.org/abstract/document/8369763/,Cited by 12,"https://scholar.google.com/scholar?q=related:UkpH2r7rYkgJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",56,,"SH Lee, S Hosseini, HJ Kwon, J Moon… - … on advanced image …, 2018 - ieeexplore.ieee.org","In this paper, we propose a deep residual learning model for age and gender estimation. Our method detects faces in input images, and then the age and gender of each face are estimated. The estimation method consists of three deep neural networks where we adopt …"
Learning a dilated residual network for SAR image despeckling,https://www.mdpi.com/2072-4292/10/2/196,Cited by 66,"https://scholar.google.com/scholar?q=related:Cm4UquQXf_kJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",57,All 8 versions,"Q Zhang, Q Yuan, J Li, Z Yang, X Ma - Remote Sensing, 2018 - mdpi.com","In this paper, to break the limit of the traditional linear models for synthetic aperture radar (SAR) image despeckling, we propose a novel deep learning approach by learning a non-linear end-to-end mapping between the noisy and clean SAR images with a dilated residual  …"
Multi-scale deep residual learning-based single image haze removal via image decomposition,https://ieeexplore.ieee.org/abstract/document/8931240/,Cited by 18,"https://scholar.google.com/scholar?q=related:flnwlvTUQOoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",58,All 5 versions,"CH Yeh, CH Huang, LW Kang - IEEE Transactions on Image …, 2019 - ieeexplore.ieee.org","Images/videos captured from outdoor visual devices are usually degraded by turbid media, such as haze, smoke, fog, rain, and snow. Haze is the most common one in outdoor scenes due to the atmosphere conditions. In this paper, a novel deep learning-based architecture …"
Multi-scale wavelet domain residual learning for limited-angle CT reconstruction,https://arxiv.org/abs/1703.01382,Cited by 35,"https://scholar.google.com/scholar?q=related:Zi8gpZiqKU8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",59,All 4 versions,"J Gu, JC Ye - arXiv preprint arXiv:1703.01382, 2017 - arxiv.org","Limited-angle computed tomography (CT) is often used in clinical applications such as C-arm CT for interventional imaging. However, CT images from limited angles suffers from heavy artifacts due to incomplete projection data. Existing iterative methods require …"
Image super-resolution via deep recursive residual network,http://openaccess.thecvf.com/content_cvpr_2017/html/Tai_Image_Super-Resolution_via_CVPR_2017_paper.html,Cited by 951,"https://scholar.google.com/scholar?q=related:Bt0sPbpsEh0J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",60,All 6 versions,"Y Tai, J Yang, X Liu - … of the IEEE conference on computer …, 2017 - openaccess.thecvf.com","… Specifi- cally, residual learning is adopted, both in global and local manners, to mitigate
the difficulty of training very deep net- works; recursive learning is used to control the
model pa- rameters while increasing the depth. Extensive … 
"
Residual learning of deep convolutional neural network for seismic random noise attenuation,https://ieeexplore.ieee.org/abstract/document/8746563/,Cited by 12,"https://scholar.google.com/scholar?q=related:IOHRYclbMXsJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",61,All 2 versions,"F Wang, S Chen - IEEE Geoscience and Remote Sensing …, 2019 - ieeexplore.ieee.org","Over the last decades, seismic random noise attenuation has been dominated by transform-based denoising methods over the last decades. However, these methods usually need to estimate the noise level and select an optimal transformation in advance, and they may …"
Residual learning based CNN for breast cancer histopathological image classification,https://onlinelibrary.wiley.com/doi/abs/10.1002/ima.22403,Cited by 12,"https://scholar.google.com/scholar?q=related:T9oI7DtqOCMJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",62,,"M Gour, S Jain, T Sunil Kumar - International Journal of …, 2020 - Wiley Online Library","Biopsy is one of the most commonly used modality to identify breast cancer in women, where tissue is removed and studied by the pathologist under the microscope to look for abnormalities in tissue. This technique can be time‐consuming, error‐prone, and provides …"
Social media prediction based on residual learning and random forest,https://dl.acm.org/doi/abs/10.1145/3123266.3127894,Cited by 14,"https://scholar.google.com/scholar?q=related:Rq2VAO_4GH8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",63,,"CC Hsu, YC Lee, PE Lu, SS Lu, HT Lai… - Proceedings of the 25th …, 2017 - dl.acm.org","In this paper, we propose a unified framework for the residual learning and random forest regression for social media prediction task. Given a post including photo and its social information, the primary goal is to predict the view count of the post. In this regression …"
Random noise attenuation based on residual learning of deep convolutional neural network,https://library.seg.org/doi/abs/10.1190/segam2018-2985176.1,Cited by 18,"https://scholar.google.com/scholar?q=related:TDtj6mCLBuwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",64,All 3 versions,"X Si, Y Yuan - SEG technical program expanded abstracts 2018, 2018 - library.seg.org",The denoising convolutional neural network (DnCNN) algorithm is a noise attenuation method that was originally developed for the purposes of image denosing. The DnCNN algorithm is based on the principle of neural network and statistics to learn the residual  …
A deep residual learning network for predicting lung adenocarcinoma manifesting as ground-glass nodule on CT images,https://link.springer.com/content/pdf/10.1007/s00330-019-06533-w.pdf,Cited by 19,"https://scholar.google.com/scholar?q=related:wukTfnH0tvQJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",65,All 6 versions,"J Gong, J Liu, W Hao, S Nie, B Zheng, S Wang… - European …, 2019 - Springer",Objective To develop a deep learning–based artificial intelligence (AI) scheme for predicting the likelihood of the ground-glass nodule (GGN) detected on CT images being invasive adenocarcinoma (IA) and also compare the accuracy of this AI scheme with that of two …
Recursive deep residual learning for single image dehazing,https://openaccess.thecvf.com/content_cvpr_2018_workshops/w13/html/Du_Recursive_Deep_Residual_CVPR_2018_paper.html,Cited by 15,"https://scholar.google.com/scholar?q=related:EDqdM9XutIYJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",66,All 5 versions,"Y Du, X Li - Proceedings of the IEEE Conference on …, 2018 - openaccess.thecvf.com","There have been a flurry of works on deep learning based image dehazing in recent years. However, most of them have only used deep neural networks to estimate the transmission map (or its variant); while the module of generating dehazed image is still model-based …"
Federated residual learning,https://arxiv.org/abs/2003.12880,Cited by 5,"https://scholar.google.com/scholar?q=related:LmLcECeDxpUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",67,All 3 versions,"A Agarwal, J Langford, CY Wei - arXiv preprint arXiv:2003.12880, 2020 - arxiv.org","We study a new form of federated learning where the clients train personalized local models and make predictions jointly with the server-side shared model. Using this new federated learning framework, the complexity of the central shared model can be minimized while still …"
Channel attention based iterative residual learning for depth map super-resolution,http://openaccess.thecvf.com/content_CVPR_2020/html/Song_Channel_Attention_Based_Iterative_Residual_Learning_for_Depth_Map_Super-Resolution_CVPR_2020_paper.html,Cited by 3,"https://scholar.google.com/scholar?q=related:iqX-gQnjFxEJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",68,All 5 versions,"X Song, Y Dai, D Zhou, L Liu, W Li… - Proceedings of the …, 2020 - openaccess.thecvf.com","Despite the remarkable progresses made in deep learning based depth map super-resolution (DSR), how to tackle real-world degradation in low-resolution (LR) depth maps remains a major challenge. Existing DSR model is generally trained and tested on synthetic …"
Inter-slice Context Residual Learning for 3D Medical Image Segmentation,https://ieeexplore.ieee.org/abstract/document/9245569/,Cited by 1,"https://scholar.google.com/scholar?q=related:09UB0hKoyP8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",69,All 5 versions,"J Zhang, Y Xie, Y Wang, Y Xia - IEEE Transactions on Medical …, 2020 - ieeexplore.ieee.org",Automated and accurate 3D medical image segmentation plays an essential role in assisting medical professionals to evaluate disease progresses and make fast therapeutic schedules. Although deep convolutional neural networks (DCNNs) have widely applied to …
